Time,X_o,Y_o,Z
1218,6090,482.212599017528,0.870292685823077
1220,6100,457.323211162184,0.866373541506132
1222,6110,432.422390250382,0.859682275541435
1224,6120,407.510758801346,0.858370772554603
1226,6130,382.588939604564,0.863385177321369
1228,6140,357.657555704216,0.861439870880051
1230,6150,332.717230383606,0.880684148985848
1232,6160,307.768587149566,0.859062567749901
1234,6170,282.812249716876,0.872230172662775
1236,6180,257.848841992673,0.876572419257824
1238,6190,232.878988060848,0.862146611758443
1240,6200,207.903312166452,0.87599025442506
1242,6210,182.922438700081,0.867939647696855
1244,6220,157.936992182269,0.864407768071945
1246,6230,132.947597247877,0.859097506073397
1248,6240,107.95487863048,0.86467417449166
1250,6250,82.9594611467395,0.891791250620856
1252,6260,57.9619696807914,0.859391017790431
1254,6270,32.9630291686178,0.869034811756027
1256,6280,7.96326458243414,0.864481214327915
1258,6290,-17.0366990849494,0.884106880713406
1260,6300,-42.0362368357431,0.867775911568338
1262,6310,-67.0347236828075,0.872982293755423
1264,6320,-92.031534665269,0.885108125629383
1266,6330,-117.026044864157,0.887654944232262
1268,6340,-142.017629418019,0.867875520205296
1270,6350,-167.005663538544,0.87734682895522
1272,6360,-191.989522526177,0.883507067009657
1274,6370,-216.968581785746,0.880076032417421
1276,6380,-241.942216842071,0.899330593690459
1278,6390,-266.909803355578,0.894050178217186
1280,6400,-291.8707171379,0.894889552157182
1282,6410,-316.824334167496,0.861475280797657
1284,6420,-341.770030605239,0.87895530568707
1286,6430,-366.707182810017,0.88053188146926
1288,6440,-391.635167354326,0.872516073189248
1290,6450,-416.553361039848,0.875934217687073
1292,6460,-441.461140913038,0.891546986924553
1294,6470,-466.357884280698,0.870773983160814
1296,6480,-491.242968725543,0.896902393761407
1298,6490,-516.115772121754,0.90228340907284
1300,6500,-540.975672650542,0.88623375722596
1302,6510,-565.82204881569,0.904532031120307
1304,6520,-590.654279459089,0.903072630882583
1306,6530,-615.471743776263,0.888240400702846
1308,6540,-640.273821331898,0.883900036400823
1310,6550,-665.059892075348,0.896870633903572
1312,6560,-689.829336356136,0.882152784657076
1314,6570,-714.581534939442,0.887480726660607
1316,6580,-739.315869021593,0.901696163402374
1318,6590,-764.031720245523,0.880030012949068
1320,6600,-788.728470716243,0.883606035803043
1322,6610,-813.405503016273,0.899802529949728
